source_doc,source_section,source_is_api,source_concepts,target_doc,target_section,target_is_api,target_concepts,similarity,priority_score,is_cross_corpus,max_tickets,pair_type,similarity_band
data/raw_md/articles/ui-construction/controllers-and-actions/built-in-controllers-and-actions/built-in-controllers-and-actions-in-the-system-module,built-in-controllers-and-actions-in-the-system-module::15,False,"['.NET Runtime' 'Actions' 'Application Model' 'Blazor' 'Built-in Actions'
 'Built-in Controllers' 'Controllers' 'WinForms' 'Windows']",data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/LinkUnlinkController/LinkAction1130881,LinkAction1130881::1,True,"['.NET Runtime' 'Action Containers' 'Actions' 'Application Model' 'Blazor'
 'Collection Property' 'Collection Property Editors' 'Criteria'
 'List View' 'Lookup Property Editors' 'Model Editor'
 'Property Editor Types' 'Property Editors' 'Reference Property'
 'View Types' 'Views' 'WinForms' 'Windows']",0.7042211890220642,2.1126635670661926,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Dashboards.Blazor/DashboardsBlazorModule/DashboardsBlazorModule,DashboardsBlazorModule::1,True,['.NET Runtime' 'Blazor' 'Dashboards'],data/raw_md/articles/analytics/dashboards-module,dashboards-module::9,False,"['.NET Runtime' 'ApplicationBuilder' 'Blazor' 'Dashboard View'
 'Dashboards' 'Package Management' 'View Types' 'Views' 'WinForms']",0.7042204737663269,2.1126614212989807,True,2772,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Validation/IRuleSource/IRuleSource,IRuleSource::2,True,['Entity Framework Core' 'Validation'],data/raw_md/articles/validation/declare-validation-rules,declare-validation-rules::5,False,['Validation'],0.704217255115509,2.112651765346527,True,470,ac,0.70-0.75
data/raw_md/articles/validation/declare-validation-rules,declare-validation-rules::5,False,['Validation'],data/raw_md/apidoc/DevExpress.Persistent.Validation/IRuleSource/IRuleSource,IRuleSource::2,True,['Entity Framework Core' 'Validation'],0.704217255115509,2.112651765346527,True,470,ca,0.70-0.75
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-ef-core/audit-the-current-user-or-host-identity-ef-core,audit-the-current-user-or-host-identity-ef-core::4,False,['ApplicationBuilder' 'Entity Framework Core'],data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditedDbContextBuilderExtensions/WithAuditedDbContext``1,WithAuditedDbContext``1::1,True,"['.NET Runtime' 'ApplicationBuilder' 'Audit Trail' 'Blazor'
 'Web API Service']",0.70421302318573,2.11263906955719,True,470,ca,0.70-0.75
data/raw_md/articles/validation/declare-validation-rules,declare-validation-rules::7,False,"['Application Model' 'Context Menus' 'Custom Validation Rules'
 'Error Styling' 'Model Editor' 'Model Nodes' 'Validation']",data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleStringComparisonAttribute/#ctor1130766,#ctor1130766::1,True,['Application Model' 'Validation'],0.704208254814148,2.112624764442444,True,484,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleStringComparisonAttribute/#ctor1130766,#ctor1130766::1,True,['Application Model' 'Validation'],data/raw_md/articles/validation/declare-validation-rules,declare-validation-rules::7,False,"['Application Model' 'Context Menus' 'Custom Validation Rules'
 'Error Styling' 'Model Editor' 'Model Nodes' 'Validation']",0.704208254814148,2.112624764442444,True,484,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/CreateListView1181213,CreateListView1181213::2,True,[],data/raw_md/articles/ui-construction/views/ways-to-show-a-view/how-to-implement-a-singleton-business-object-and-show-its-detail-view,how-to-implement-a-singleton-business-object-and-show-its-detail-view::7,False,"['.NET Runtime' 'Blazor' 'Business Object' 'Detail View' 'View Types'
 'Views' 'WinForms']",0.7041305899620056,2.112391769886017,True,2772,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Validation/IRuleSet/ValidateAllTargets_1,ValidateAllTargets_1::1,True,['Validation'],data/raw_md/articles/validation/validation-contexts,validation-contexts::1,False,['Application Model' 'Model Editor' 'Validation'],0.7041252255439758,2.1123756766319275,True,484,ac,0.70-0.75
data/raw_md/articles/debugging-testing-and-error-handling/functional-tests-easy-test/write-tests-human-readable/custom-easy-test-commands,custom-easy-test-commands::7,False,[],data/raw_md/apidoc/DevExpress.EasyTest.Framework/Command/Execute1135421,Execute1135421::1,True,['Testing'],0.7040987610816956,2.1122962832450867,True,414,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.EasyTest.Framework/Command/Execute1135421,Execute1135421::1,True,['Testing'],data/raw_md/articles/debugging-testing-and-error-handling/functional-tests-easy-test/write-tests-human-readable/custom-easy-test-commands,custom-easy-test-commands::7,False,[],0.7040987610816956,2.1122962832450867,True,414,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Base/FileAttachmentAttribute/FileAttachmentAttribute,FileAttachmentAttribute::3,True,"['Entity Framework Core' 'File Attachments' 'List View' 'View Types'
 'Views']",data/raw_md/articles/document-management/file-attachments-module,file-attachments-module::11,False,['File Attachments'],0.7040956616401672,2.1122869849205017,True,2772,ac,0.70-0.75
data/raw_md/articles/document-management/file-attachments-module,file-attachments-module::11,False,['File Attachments'],data/raw_md/apidoc/DevExpress.Persistent.Base/FileAttachmentAttribute/FileAttachmentAttribute,FileAttachmentAttribute::3,True,"['Entity Framework Core' 'File Attachments' 'List View' 'View Types'
 'Views']",0.7040956616401672,2.1122869849205017,True,2772,ca,0.70-0.75
data/raw_md/articles/localization/localize-an-xaf-application,localize-an-xaf-application::2,False,"['.NET Runtime' 'Application Model' 'Blazor' 'Model Editor'
 'Package Management' 'Programmatic Localization' 'Web API Service'
 'WinForms' 'XAF Application']",data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Services/IXafCultureInfoService/CurrentUICulture,CurrentUICulture::1,True,['.NET Runtime' 'Blazor'],0.7040546536445618,2.1121639609336853,True,484,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/PropertyEditor/PropertyValue1131138,PropertyValue1131138::1,True,['Property Editors'],data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/supply-predefined-values-for-the-string-property-editor-dynamically/supply-predefined-values-winforms,supply-predefined-values-winforms::3,False,['Property Editors' 'WinForms'],0.7040519118309021,2.1121557354927063,True,1634,ac,0.70-0.75
data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/supply-predefined-values-for-the-string-property-editor-dynamically/supply-predefined-values-winforms,supply-predefined-values-winforms::3,False,['Property Editors' 'WinForms'],data/raw_md/apidoc/DevExpress.ExpressApp.Editors/PropertyEditor/PropertyValue1131138,PropertyValue1131138::1,True,['Property Editors'],0.7040519118309021,2.1121557354927063,True,1634,ca,0.70-0.75
data/raw_md/articles/getting-started/in-depth-tutorial-blazor/enable-additional-modules/create-a-report-in-visual-studio,create-a-report-in-visual-studio::2,False,['Blazor' 'Package Management' 'Reports' 'Reports V2'],data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2.Win/ReportsWindowsFormsModuleV2/Setup1137706,Setup1137706::1,True,['Modules'],0.7040290832519531,2.1120872497558594,True,435,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2.Win/ReportsWindowsFormsModuleV2/Setup1137706,Setup1137706::1,True,['Modules'],data/raw_md/articles/getting-started/in-depth-tutorial-blazor/enable-additional-modules/create-a-report-in-visual-studio,create-a-report-in-visual-studio::2,False,['Blazor' 'Package Management' 'Reports' 'Reports V2'],0.7040290832519531,2.1120872497558594,True,435,ac,0.70-0.75
data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/collection-properties,collection-properties::5,False,"['.NET Runtime' 'Blazor' 'Property Editor Customization'
 'Property Editors']",data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Utils/BlazorViewExtensions/CustomizeViewItemControl_1,CustomizeViewItemControl_1::1,True,"['.NET Runtime' 'Blazor' 'Dashboard View' 'Detail View' 'List View'
 'View Items' 'View Types' 'Views']",0.7040176391601562,2.1120529174804688,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Utils/BlazorViewExtensions/CustomizeViewItemControl_1,CustomizeViewItemControl_1::1,True,"['.NET Runtime' 'Blazor' 'Dashboard View' 'Detail View' 'List View'
 'View Items' 'View Types' 'Views']",data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/collection-properties,collection-properties::5,False,"['.NET Runtime' 'Blazor' 'Property Editor Customization'
 'Property Editors']",0.7040176391601562,2.1120529174804688,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/application-model-ui-settings-storage/application-model-storages/handle-application-model-upgrades,handle-application-model-upgrades::12,False,['Application Model' 'Model Differences'],data/raw_md/apidoc/DevExpress.ExpressApp.Updating/ConvertXmlParameters/GetRealKey1134565,GetRealKey1134565::1,True,['Application Model'],0.7039700746536255,2.1119102239608765,True,484,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Updating/ConvertXmlParameters/GetRealKey1134565,GetRealKey1134565::1,True,['Application Model'],data/raw_md/articles/ui-construction/application-model-ui-settings-storage/application-model-storages/handle-application-model-upgrades,handle-application-model-upgrades::12,False,['Application Model' 'Model Differences'],0.7039700746536255,2.1119102239608765,True,484,ac,0.70-0.75
data/raw_md/articles/ui-construction/application-model-ui-settings-storage/how-application-model-works,how-application-model-works::9,False,"['.NET Runtime' 'Application Model' 'Blazor' 'Entity Framework Core'
 'Model Differences' 'Security System' 'WinForms' 'XAF Application']",data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/XafApplication,XafApplication::1,True,"['.NET Runtime' 'Application Model' 'Blazor' 'Built-in Controllers'
 'CRUD Controllers' 'Controllers' 'Modules' 'Web API Service'
 'XAF Application']",0.7038434147834778,2.1115302443504333,True,1144,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/XafApplication/XafApplication,XafApplication::1,True,"['.NET Runtime' 'Application Model' 'Blazor' 'Built-in Controllers'
 'CRUD Controllers' 'Controllers' 'Modules' 'Web API Service'
 'XAF Application']",data/raw_md/articles/ui-construction/application-model-ui-settings-storage/how-application-model-works,how-application-model-works::9,False,"['.NET Runtime' 'Application Model' 'Blazor' 'Entity Framework Core'
 'Model Differences' 'Security System' 'WinForms' 'XAF Application']",0.7038434147834778,2.1115302443504333,True,1144,ac,0.70-0.75
data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/implement-a-property-editor-based-on-custom-components-blazor,implement-a-property-editor-based-on-custom-components-blazor::4,False,"['.NET Runtime' 'Application Model' 'Blazor' 'Model Editor'
 'Property Editors']",data/raw_md/apidoc/DevExpress.ExpressApp.Editors/PropertyEditorAttribute/PropertyEditorAttribute,PropertyEditorAttribute::12,True,['Blazor'],0.7038200497627258,2.1114601492881775,True,1634,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Editors/PropertyEditorAttribute/PropertyEditorAttribute,PropertyEditorAttribute::12,True,['Blazor'],data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/implement-a-property-editor-based-on-custom-components-blazor,implement-a-property-editor-based-on-custom-components-blazor::4,False,"['.NET Runtime' 'Application Model' 'Blazor' 'Model Editor'
 'Property Editors']",0.7038200497627258,2.1114601492881775,True,1634,ac,0.70-0.75
data/raw_md/articles/filtering,filtering::5,False,"['Application Model' 'Criteria' 'List View' 'Lookup Property Editors'
 'Property Editor Types' 'Property Editors' 'Reference Property'
 'View Types' 'Views' 'Windows']",data/raw_md/apidoc/DevExpress.Persistent.Base/DataSourceCriteriaAttribute/DataSourceCriteria1131030,DataSourceCriteria1131030::1,True,"['Application Model' 'Built-in Criteria Operators' 'Criteria' 'List View'
 'Lookup View' 'Model Editor' 'Property Editors' 'Reference Property'
 'View Types' 'Views' 'Windows']",0.7037666440010071,2.1112999320030212,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Base/DataSourceCriteriaAttribute/DataSourceCriteria1131030,DataSourceCriteria1131030::1,True,"['Application Model' 'Built-in Criteria Operators' 'Criteria' 'List View'
 'Lookup View' 'Model Editor' 'Property Editors' 'Reference Property'
 'View Types' 'Views' 'Windows']",data/raw_md/articles/filtering,filtering::5,False,"['Application Model' 'Criteria' 'List View' 'Lookup Property Editors'
 'Property Editor Types' 'Property Editors' 'Reference Property'
 'View Types' 'Views' 'Windows']",0.7037666440010071,2.1112999320030212,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/templates/in-winforms/how-to-customize-window-status-messages-winforms,how-to-customize-window-status-messages-winforms::3,False,['Controller Types' 'Controllers' 'WinForms' 'Window Controller' 'Windows'],data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/WindowTemplateController/UpdateWindowStatusMessage1135328,UpdateWindowStatusMessage1135328::1,True,['Controller Types' 'Controllers' 'View Controller'],0.7037437558174133,2.11123126745224,True,1144,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/WindowTemplateController/UpdateWindowStatusMessage1135328,UpdateWindowStatusMessage1135328::1,True,['Controller Types' 'Controllers' 'View Controller'],data/raw_md/articles/ui-construction/templates/in-winforms/how-to-customize-window-status-messages-winforms,how-to-customize-window-status-messages-winforms::3,False,['Controller Types' 'Controllers' 'WinForms' 'Window Controller' 'Windows'],0.7037437558174133,2.11123126745224,True,1144,ac,0.70-0.75
data/raw_md/articles/ui-construction/view-items-and-property-editors,view-items-and-property-editors::6,False,"['Application Model' 'Detail View' 'Model Editor' 'Property Editors'
 'View Customization' 'View Items' 'View Types' 'Views' 'WinForms'
 'Windows']",data/raw_md/apidoc/DevExpress.ExpressApp/DetailView/DetailView,DetailView::1,True,"['.NET Runtime' 'Application Model' 'Blazor' 'Detail View' 'Layout'
 'View Customization' 'View Items' 'View Types' 'Views' 'WinForms'
 'Windows']",0.7037106156349182,2.1111318469047546,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/DetailView/DetailView,DetailView::1,True,"['.NET Runtime' 'Application Model' 'Blazor' 'Detail View' 'Layout'
 'View Customization' 'View Items' 'View Types' 'Views' 'WinForms'
 'Windows']",data/raw_md/articles/ui-construction/view-items-and-property-editors,view-items-and-property-editors::6,False,"['Application Model' 'Detail View' 'Model Editor' 'Property Editors'
 'View Customization' 'View Items' 'View Types' 'Views' 'WinForms'
 'Windows']",0.7037106156349182,2.1111318469047546,True,2772,ac,0.70-0.75
data/raw_md/articles/business-model-design-orm/business-model-design-with-entity-framework-core/optimistic-locking,optimistic-locking::5,False,"['ApplicationBuilder' 'Blazor' 'Entity Framework Core'
 'Optimistic Locking']",data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/EFCoreObjectSpaceProviderOptionsBuilder/OptimisticLockDetection,OptimisticLockDetection::1,True,['ApplicationBuilder'],0.7036816477775574,2.111044943332672,True,470,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/EFCoreObjectSpaceProviderOptionsBuilder/OptimisticLockDetection,OptimisticLockDetection::1,True,['ApplicationBuilder'],data/raw_md/articles/business-model-design-orm/business-model-design-with-entity-framework-core/optimistic-locking,optimistic-locking::5,False,"['ApplicationBuilder' 'Blazor' 'Entity Framework Core'
 'Optimistic Locking']",0.7036816477775574,2.111044943332672,True,470,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/OfficeOptions/RichTextMailMergeDataType,RichTextMailMergeDataType::1,True,['ApplicationBuilder' 'Blazor' 'Mail Merge'],data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/miscellaneous-property-types,miscellaneous-property-types::4,False,['.NET Runtime' 'Blazor' 'Mail Merge' 'Office Module' 'Property Editors'],0.7036576867103577,2.110973060131073,True,1634,ac,0.70-0.75
data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/miscellaneous-property-types,miscellaneous-property-types::4,False,['.NET Runtime' 'Blazor' 'Mail Merge' 'Office Module' 'Property Editors'],data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/OfficeOptions/RichTextMailMergeDataType,RichTextMailMergeDataType::1,True,['ApplicationBuilder' 'Blazor' 'Mail Merge'],0.7036576867103577,2.110973060131073,True,1634,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/SystemModule/CustomizeTypesInfo1135694,CustomizeTypesInfo1135694::1,True,['Application Model'],data/raw_md/articles/business-model-design-orm/built-in-business-classes-and-interfaces,built-in-business-classes-and-interfaces::7,False,[],0.7036532759666443,2.110959827899933,True,484,ac,0.70-0.75
data/raw_md/articles/business-model-design-orm/built-in-business-classes-and-interfaces,built-in-business-classes-and-interfaces::7,False,[],data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/SystemModule/CustomizeTypesInfo1135694,CustomizeTypesInfo1135694::1,True,['Application Model'],0.7036532759666443,2.110959827899933,True,484,ca,0.70-0.75
data/raw_md/articles/shape-export-print-data/reports/task-based-help/how-to-customize-the-winforms-report-designer-form,how-to-customize-the-winforms-report-designer-form::1,False,['WinForms'],data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2.Win/WinReportServiceController/CustomShowDesignForm1137483,CustomShowDesignForm1137483::1,True,['Reports' 'Windows'],0.7036483883857727,2.110945165157318,True,435,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2.Win/WinReportServiceController/CustomShowDesignForm1137483,CustomShowDesignForm1137483::1,True,['Reports' 'Windows'],data/raw_md/articles/shape-export-print-data/reports/task-based-help/how-to-customize-the-winforms-report-designer-form,how-to-customize-the-winforms-report-designer-form::1,False,['WinForms'],0.7036483883857727,2.110945165157318,True,435,ac,0.70-0.75
